,DCM candidate,FDR,beta,beta_se,chrom,end,exonic_part_number,gene_id,has.rbm20.binding,id,is.diff,pvalue,start,statistic,strand,coord,new_coor,new_start,new_end
25,False,1.86116104834745e-14,0.122170413123353,0.0134746976546425,21,46645461,14,ADARB1,False,ADARB1.E014,True,1.18075471661239e-16,46642023,9.06665338656121,+,chr21:46642023-46645461,chr21:45222108-45225546,45222108,45225546
26,False,4.53098811183516e-50,-0.597535215909002,0.0278918134492247,7,45704271,11,ADCY1,False,ADCY1.E011,True,1.42683076994456e-53,45703888,-21.423318960482,+,chr7:45703888-45704271,chr7:45664289-45664672,45664289,45664672
27,False,2.06863889340882e-41,0.334853634888771,0.0182871856795625,12,49177912,23,ADCY6,False,ADCY6.E023,True,1.49351031490828e-44,49177222,18.3108347427674,-,chr12:49177222-49177912,chr12:48783439-48784129,48783439,48784129
28,False,6.45804056458534e-08,0.136164044479892,0.0211919907407088,8,26623666,3,ADRA1A,False,ADRA1A.E003,True,9.51360374420089e-10,26623371,6.42525971938668,-,chr8:26623371-26623666,chr8:26765854-26766149,26765854,26766149
29,False,0.00205086799541378,0.106172551524189,0.0265151981401016,8,26627797,4,ADRA1A,False,ADRA1A.E004,True,8.78169332434584e-05,26627222,4.00421490207963,-,chr8:26627222-26627797,chr8:26769705-26770280,26769705,26770280
30,False,2.2481721058864e-27,-0.175515098343675,0.0129553260620069,7,150820722,10,AGAP3,False,AGAP3.E010,True,4.6621796693446e-30,150819812,-13.5477175567502,+,chr7:150819812-150820722,chr7:151122725-151123635,151122725,151123635
31,False,1.12604714186545e-22,0.185889482266443,0.0155454820177864,11,62301546,3,AHNAK,False,AHNAK.E003,True,3.468140093458e-25,62283377,11.9577818207089,-,chr11:62283377-62301546,chr11:62515905-62534074,62515905,62534074
32,False,2.95613091667028e-18,-0.150239863949883,0.0144000727319962,2,61414686,7,AHSA2,False,AHSA2.E007,True,1.31688346339327e-20,61413752,-10.4332711886974,+,chr2:61413752-61414686,chr2:61186617-61187551,61186617,61187551
33,False,1.66460458015415e-05,-0.101731853187859,0.0193775993276986,1,65613740,2,AK4,False,AK4.E002,True,3.88797257119832e-07,65613513,-5.24997196337122,+,chr1:65613513-65613740,chr1:65147830-65148057,65147830,65148057
34,False,1.28362889153075e-08,-0.12223806335356,0.0181462496349142,6,109954125,30,AK9,False,AK9.E030,True,1.70758785859327e-10,109952896,-6.73627145073376,-,chr6:109952896-109954125,chr6:109631693-109632922,109631693,109632922
35,False,1.67422088112336e-16,-0.164971356369294,0.0168143087634612,9,112694308,9,AKAP2,False,AKAP2+PALM2+PALM2-AKAP2.E009,True,8.73128602807078e-19,112694207,-9.81136713319967,+,chr9:112694207-112694308,chr9:109931927-109932028,109931927,109932028
36,False,1.67422088112336e-16,-0.164971356369294,0.0168143087634612,9,112694308,9,PALM2,False,AKAP2+PALM2+PALM2-AKAP2.E009,True,8.73128602807078e-19,112694207,-9.81136713319967,+,chr9:112694207-112694308,chr9:109931927-109932028,109931927,109932028
37,False,1.67422088112336e-16,-0.164971356369294,0.0168143087634612,9,112694308,9,PALM2-AKAP2,False,AKAP2+PALM2+PALM2-AKAP2.E009,True,8.73128602807078e-19,112694207,-9.81136713319967,+,chr9:112694207-112694308,chr9:109931927-109932028,109931927,109932028
38,False,5.46313882263259e-16,-0.328615849418014,0.0341339265822641,9,112708983,11,AKAP2,False,AKAP2+PALM2+PALM2-AKAP2.E011,True,2.97498074106093e-18,112705752,-9.62725013853995,+,chr9:112705752-112708983,chr9:109943472-109946703,109943472,109946703
39,False,5.46313882263259e-16,-0.328615849418014,0.0341339265822641,9,112708983,11,PALM2,False,AKAP2+PALM2+PALM2-AKAP2.E011,True,2.97498074106093e-18,112705752,-9.62725013853995,+,chr9:112705752-112708983,chr9:109943472-109946703,109943472,109946703
40,False,5.46313882263259e-16,-0.328615849418014,0.0341339265822641,9,112708983,11,PALM2-AKAP2,False,AKAP2+PALM2+PALM2-AKAP2.E011,True,2.97498074106093e-18,112705752,-9.62725013853995,+,chr9:112705752-112708983,chr9:109943472-109946703,109943472,109946703
41,False,3.12309791338067e-17,-0.289186966384504,0.0287122018877728,9,112811135,14,AKAP2,False,AKAP2+PALM2+PALM2-AKAP2.E014,True,1.52079454145482e-19,112810976,-10.0719188139888,+,chr9:112810976-112811135,chr9:110048696-110048855,110048696,110048855
42,False,3.12309791338067e-17,-0.289186966384504,0.0287122018877728,9,112811135,14,PALM2,False,AKAP2+PALM2+PALM2-AKAP2.E014,True,1.52079454145482e-19,112810976,-10.0719188139888,+,chr9:112810976-112811135,chr9:110048696-110048855,110048696,110048855
43,False,3.12309791338067e-17,-0.289186966384504,0.0287122018877728,9,112811135,14,PALM2-AKAP2,False,AKAP2+PALM2+PALM2-AKAP2.E014,True,1.52079454145482e-19,112810976,-10.0719188139888,+,chr9:112810976-112811135,chr9:110048696-110048855,110048696,110048855
44,False,1.24111420460232e-07,0.108353862895335,0.0172136743689872,14,105260037,16,AKT1,False,AKT1.E016,True,1.92842749958562e-09,105259548,6.29463881869107,-,chr14:105259548-105260037,chr14:104793211-104793700,104793211,104793700
45,False,0.0434897344661473,-0.120019442240873,0.0405122548394199,15,58358616,20,ALDH1A2,False,ALDH1A2.E020,True,0.00342278152563489,58357937,-2.96254658538754,-,chr15:58357937-58358616,chr15:58065739-58066418,58065739,58066418
46,False,2.25407280029454e-41,-0.411371912400223,0.022483346748479,X,110931687,8,ALG13,False,ALG13.E008,True,1.64470203864868e-44,110931115,-18.2967383371451,+,chrX:110931115-110931687,chrX:111687887-111688459,111687887,111688459
47,False,7.73837687462493e-39,-0.413992946651611,0.0237503107620166,X,110932028,9,ALG13,False,ALG13.E009,True,6.35959327781431e-42,110931688,-17.4310538838802,+,chrX:110931688-110932028,chrX:111688460-111688800,111688460,111688800
48,False,1.12926263052672e-05,-0.122246365541441,0.0228991172522086,2,73684453,1,ALMS1-IT1,False,ALMS1-IT1.E001,True,2.54350984954157e-07,73683891,-5.33847502482442,+,chr2:73683891-73684453,chr2:73456764-73457326,73456764,73457326
49,False,2.00788278483249e-27,-0.462099848662145,0.0340676210346453,2,73686611,2,ALMS1-IT1,False,ALMS1-IT1.E002,True,4.14845442418425e-30,73685068,-13.5641948168969,+,chr2:73685068-73686611,chr2:73457941-73459484,73457941,73459484
50,False,7.87567913093367e-47,-0.510963588644685,0.0252683573732723,2,202625603,31,ALS2,False,ALS2.E031,True,3.81087102143521e-50,202624183,-20.2214802132393,-,chr2:202624183-202625603,chr2:201759460-201760880,201759460,201760880
51,False,0.00316433928973805,0.216176338933123,0.0558129623390263,2,202359482,4,ALS2CR11,False,ALS2CR11.E004,True,0.000145678502762637,202355892,3.87322818702934,-,chr2:202355892-202359482,chr2:201491169-201494759,201491169,201494759
52,False,1.75771470561419e-19,0.225294098771263,0.020740236117312,1,110163535,3,AMPD2,False,AMPD2.E003,True,6.97966560778612e-22,110163276,10.8626583370094,+,chr1:110163276-110163535,chr1:109620654-109620913,109620654,109620913
53,False,1.23082419037103e-15,0.196312511954274,0.0206690171376537,1,110163888,4,AMPD2,False,AMPD2.E004,True,7.00502868757532e-18,110163536,9.49791229291899,+,chr1:110163536-110163888,chr1:109620914-109621266,109620914,109621266
54,False,3.05817655421715e-12,0.203432602244031,0.02472053472714,1,110166711,5,AMPD2,False,AMPD2.E005,True,2.43577404163135e-14,110166436,8.22929618996827,+,chr1:110166436-110166711,chr1:109623814-109624089,109623814,109624089
55,False,1.27866773330459e-19,-0.152023266998432,0.0139338879272683,1,104097861,17,AMY2B,False,AMY2B+RNPC3.E017,True,5.02832516207584e-22,104097732,-10.9103265213528,+,chr1:104097732-104097861,chr1:103555110-103555239,103555110,103555239
56,False,1.27866773330459e-19,-0.152023266998432,0.0139338879272683,1,104097861,17,RNPC3,False,AMY2B+RNPC3.E017,True,5.02832516207584e-22,104097732,-10.9103265213528,+,chr1:104097732-104097861,chr1:103555110-103555239,103555110,103555239
57,False,1.04940111801971e-09,0.152715909834643,0.0212004691294423,1,178838358,5,ANGPTL1,False,ANGPTL1.E005,True,1.18482591398407e-11,178838249,7.20342124988911,-,chr1:178838249-178838358,chr1:178869114-178869223,178869114,178869223
58,False,0.0025504978925579,-0.105873026714248,0.0268803385165398,2,190569950,8,ANKAR,False,ANKAR.E008,True,0.00011330496482707,190569749,-3.93867907017254,+,chr2:190569749-190569950,chr2:189705023-189705224,189705023,189705224
59,False,1.63122831240346e-20,-0.179394821811461,0.0159870739349277,13,111545374,3,ANKRD10,False,ANKRD10.E003,True,5.87602020397566e-23,111545045,-11.2212417695479,-,chr13:111545045-111545374,chr13:110892698-110893027,110892698,110893027
60,False,3.76697180957674e-25,0.402065747743159,0.0314116153080533,16,89352594,6,ANKRD11,False,ANKRD11.E006,True,9.25844466938475e-28,89352447,12.7999067797089,-,chr16:89352447-89352594,chr16:89286039-89286186,89286039,89286186
61,False,0.000101784986221137,-0.109568158397538,0.0227447761344034,12,45686717,5,ANO6,False,ANO6.E005,True,2.87926161886086e-06,45686466,-4.817288934834,+,chr12:45686466-45686717,chr12:45292683-45292934,45292683,45292934
62,False,2.04226676272044e-16,-0.22824822621937,0.0233370658605731,2,69373533,15,ANTXR1,False,ANTXR1.E015,True,1.07291238398499e-18,69372458,-9.78050229549144,+,chr2:69372458-69373533,chr2:69145326-69146401,69145326,69146401
63,False,1.71579063710459e-17,0.120553172671229,0.0118610358384944,11,6440300,26,APBB1,False,APBB1.E026,True,8.183735430974e-20,6440215,10.1637980284977,-,chr11:6440215-6440300,chr11:6418985-6419070,6418985,6419070
64,False,0.000198141785966375,-0.104924603899022,0.0225714192757771,22,39440428,4,APOBEC3F,False,APOBEC3F.E004,True,6.07826766271143e-06,39440088,-4.64856031501853,+,chr22:39440088-39440428,chr22:39044083-39044423,39044083,39044423
65,False,1.85173250316283e-07,-0.113511118438692,0.0182659710202605,10,32128639,15,ARHGAP12,False,ARHGAP12.E015,True,2.96395531159567e-09,32128565,-6.21434898329719,-,chr10:32128565-32128639,chr10:31839637-31839711,31839637,31839711
66,False,8.51794675879682e-08,-0.12201091724984,0.0191525905434464,14,32546641,1,ARHGAP5,False,ARHGAP5.E001,True,1.28098279188038e-09,32546495,-6.37046549776473,+,chr14:32546495-32546641,chr14:32077289-32077435,32077289,32077435
67,False,4.30249527879288e-12,-0.136132458227385,0.0166591802555782,1,17961057,17,ARHGEF10L,False,ARHGEF10L.E017,True,3.48633044987365e-14,17961043,-8.17161805916604,+,chr1:17961043-17961057,chr1:17634548-17634562,17634548,17634562
68,False,1.59515398016372e-09,-0.181591531187434,0.0254819784949471,1,155948318,24,ARHGEF2,False,ARHGEF2.E024,True,1.85369051136554e-11,155948156,-7.12627283723051,-,chr1:155948156-155948318,chr1:155978365-155978527,155978365,155978527
69,False,7.91500806426532e-18,-0.119536857697086,0.0116252600476947,3,137965729,17,ARMC8,False,ARMC8.E017,True,3.66576280953009e-20,137964026,-10.2825104304475,+,chr3:137964026-137965729,chr3:138245184-138246887,138245184,138246887
70,False,3.85409827514974e-11,0.136985303204049,0.0175708906915971,11,74982768,5,ARRB1,False,ARRB1.E005,True,3.49301522656008e-13,74982745,7.79615021278111,-,chr11:74982745-74982768,chr11:75271701-75271724,75271701,75271724
71,False,1.63181275947412e-11,-0.239315039169713,0.030121523642348,7,95158113,4,ASB4,False,ASB4.E004,True,1.40999812163658e-13,95157616,-7.944984523733,+,chr7:95157616-95158113,chr7:95528304-95528801,95528304,95528801
72,False,2.1305410426202e-49,-0.585099502688207,0.027632113441152,6,101307078,41,ASCC3,False,ASCC3.E041,True,7.2000956908162e-53,101304179,-21.1746200280442,-,chr6:101304179-101307078,chr6:100856303-100859202,100856303,100859202
73,False,3.38951167003948e-45,-0.398739195402066,0.0202986153649022,8,62537161,15,ASPH,False,ASPH.E015,True,1.79631257955363e-48,62537098,-19.6436647640269,-,chr8:62537098-62537161,chr8:61624539-61624602,61624539,61624602
74,False,3.18046322293361e-36,-0.222152386609864,0.0134320268452002,8,62538468,16,ASPH,False,ASPH.E016,True,3.15119860334594e-39,62537162,-16.5390070441415,-,chr8:62537162-62538468,chr8:61624603-61625909,61624603,61625909
75,False,1.95080794260638e-18,-0.133173853321523,0.012687642786072,8,62538839,17,ASPH,False,ASPH.E017,True,8.57050141454439e-21,62538469,-10.4963432189087,-,chr8:62538469-62538839,chr8:61625910-61626280,61625910,61626280
76,False,0.0003688304783076,0.133048933882785,0.0296676476646834,9,119449494,12,ASTN2,False,ASTN2.E012,True,1.23285322477663e-05,119449345,4.48464722874431,-,chr9:119449345-119449494,chr9:116687066-116687215,116687066,116687215
77,False,1.11950485052904e-13,-0.110691235114297,0.0126124147099316,1,212792608,11,ATF3,False,ATF3.E011,True,7.6784423072738e-16,212792388,-8.77637134997897,+,chr1:212792388-212792608,chr1:212619046-212619266,212619046,212619266
78,False,2.61670540923602e-55,-0.583077331206299,0.0248863698803159,12,53937113,11,ATF7,False,ATF7.E011,True,4.01957850233646e-59,53936671,-23.4295855124893,-,chr12:53936671-53937113,chr12:53542887-53543329,53542887,53543329
79,False,2.82112542793201e-10,0.115126537854683,0.0154738674733486,11,46685645,19,ATG13,False,ATG13.E019,True,2.95334333727963e-12,46685547,7.44006228908001,+,chr11:46685547-46685645,chr11:46663997-46664095,46663997,46664095
80,False,1.69287268331221e-15,0.121142119795356,0.0128220043230894,11,46686509,20,ATG13,False,ATG13.E020,True,9.73871825835149e-18,46686399,9.44798619176938,+,chr11:46686399-46686509,chr11:46664849-46664959,46664849,46664959
81,False,3.59197552002428e-09,0.101286775719609,0.014514433579638,1,203671207,8,ATP2B4,False,ATP2B4.E008,True,4.33968071168389e-11,203671172,6.97834849454284,+,chr1:203671172-203671207,chr1:203702044-203702079,203702044,203702079
82,False,1.56995947149618e-12,-0.157495136184703,0.0188837160787679,3,130613181,4,ATP2C1,False,ATP2C1.E004,True,1.21788281403028e-14,130613022,-8.34026181752349,+,chr3:130613022-130613181,chr3:130894178-130894337,130894178,130894337
83,False,2.07663396853144e-10,-0.101930701745008,0.0135992355749534,3,130613484,6,ATP2C1,False,ATP2C1.E006,True,2.12770527505871e-12,130613379,-7.49532583528003,+,chr3:130613379-130613484,chr3:130894535-130894640,130894535,130894640
84,False,4.71437505610901e-13,-0.151646958876123,0.0177559573843808,3,130613551,7,ATP2C1,False,ATP2C1.E007,True,3.44712288469545e-15,130613485,-8.54062417436985,+,chr3:130613485-130613551,chr3:130894641-130894707,130894641,130894707
85,False,4.8617274488314e-17,-0.216698773250595,0.0216616170821886,3,130613619,8,ATP2C1,False,ATP2C1.E008,True,2.40476234431206e-19,130613552,-10.0038133085076,+,chr3:130613552-130613619,chr3:130894708-130894775,130894708,130894775
86,False,5.77645278308215e-18,-0.135602910805611,0.0131265465132262,17,46970272,3,ATP5G1,False,ATP5G1.E003,True,2.64869069532562e-20,46970203,-10.3304331165077,+,chr17:46970203-46970272,chr17:48892841-48892910,48892841,48892910
87,False,2.3697423470459e-20,-0.13016198638777,0.0116585112377232,14,50789524,7,ATP5S,False,ATP5S.E007,True,8.7001093863803e-23,50789438,-11.1645461185994,+,chr14:50789438-50789524,chr14:50322720-50322806,50322720,50322806
88,False,1.22710997258985e-50,-0.312942152836823,0.0144520555833179,20,3596594,26,ATRN,False,ATRN.E026,True,3.2044838682664e-54,3596475,-21.6538160286384,+,chr20:3596475-3596594,chr20:3615828-3615947,3615828,3615947
89,False,0.000737142941753881,-0.100197241032992,0.0233170324916988,3,63850675,2,ATXN7,False,ATXN7.E002,True,2.7051636551253e-05,63850236,-4.29716950768344,+,chr3:63850236-63850675,chr3:63864560-63864999,63864560,63864999
90,False,1.09693115534992e-17,-0.314436668541735,0.0307288662582824,7,105401909,13,ATXN7L1,False,ATXN7L1.E013,True,5.13931093229888e-20,105400819,-10.2326153493211,-,chr7:105400819-105401909,chr7:105760373-105761463,105760373,105761463
91,False,1.74181453105978e-18,-0.298913956229853,0.028428911679892,7,69755607,7,AUTS2,False,AUTS2.E007,True,7.57601228485875e-21,69755354,-10.5144354309306,+,chr7:69755354-69755607,chr7:70290368-70290621,70290368,70290621
92,False,5.39814230711853e-20,-0.128770826587131,0.0116636580968704,3,28373445,3,AZI2,False,AZI2.E003,True,2.05232065164109e-22,28373182,-11.0403464777214,-,chr3:28373182-28373445,chr3:28331691-28331954,28331691,28331954
93,False,1.73886815584674e-09,-0.14236553784107,0.0200229098808171,4,122749300,2,BBS7,False,BBS7.E002,True,2.0349676314932e-11,122748882,-7.11013227789948,-,chr4:122748882-122749300,chr4:121827727-121828145,121827727,121828145
94,False,4.30806832807806e-16,0.135216100687182,0.0139913036028871,10,127531375,9,BCCIP,False,BCCIP.E009,True,2.32612792411472e-18,127529900,9.66429608884199,+,chr10:127529900-127531375,chr10:125841331-125842806,125841331,125842806
95,False,8.23222370300906e-06,0.151181892879758,0.0279435201346516,3,165548829,3,BCHE,False,BCHE.E003,True,1.79632156717067e-07,165547305,5.41026657168665,-,chr3:165547305-165548829,chr3:165829517-165831041,165829517,165831041
96,False,1.27787450274727e-12,0.128682866648968,0.0153648431283101,6,81055691,11,BCKDHB,False,BCKDHB.E011,True,9.78541052273478e-15,81053530,8.37515004704904,+,chr6:81053530-81055691,chr6:80343813-80345974,80343813,80345974
97,False,6.76356773973772e-17,0.151816718577369,0.0152546988423364,2,60689416,3,BCL11A,False,BCL11A.E003,True,3.40261514733576e-19,60687817,9.95212820301845,-,chr2:60687817-60689416,chr2:60460682-60462281,60460682,60462281
98,False,4.27726329983611e-06,-0.106673182365943,0.0191965413787522,2,111886423,8,BCL2L11,False,BCL2L11.E008,True,8.741914346506e-08,111886204,-5.55689591480346,+,chr2:111886204-111886423,chr2:111128627-111128846,111128627,111128846
99,False,2.18583012869582e-05,0.150027282797351,0.0289204146822067,11,27722035,9,BDNF,False,BDNF.E009,True,5.22794130536473e-07,27721729,5.18759099570088,-,chr11:27721729-27722035,chr11:27700182-27700488,27700182,27700488
100,False,1.53095415687501e-09,-0.103045260228989,0.0144434498488577,1,156209831,12,BGLAP,False,BGLAP+PMF1-BGLAP+PMF1.E012,True,1.76860263256077e-11,156209643,-7.13439388146859,+,chr1:156209643-156209831,chr1:156239852-156240040,156239852,156240040
101,False,1.53095415687501e-09,-0.103045260228989,0.0144434498488577,1,156209831,12,PMF1-BGLAP,False,BGLAP+PMF1-BGLAP+PMF1.E012,True,1.76860263256077e-11,156209643,-7.13439388146859,+,chr1:156209643-156209831,chr1:156239852-156240040,156239852,156240040
102,False,1.53095415687501e-09,-0.103045260228989,0.0144434498488577,1,156209831,12,PMF1,False,BGLAP+PMF1-BGLAP+PMF1.E012,True,1.76860263256077e-11,156209643,-7.13439388146859,+,chr1:156209643-156209831,chr1:156239852-156240040,156239852,156240040
103,False,0.00366772225404353,-0.107096812591764,0.0279729187187284,13,103498461,16,BIVM,False,BIVM+BIVM-ERCC5+ERCC5.E016,True,0.000172599688555313,103497194,-3.82858913181843,+,chr13:103497194-103498461,chr13:102844844-102846111,102844844,102846111
104,False,0.00366772225404353,-0.107096812591764,0.0279729187187284,13,103498461,16,BIVM-ERCC5,False,BIVM+BIVM-ERCC5+ERCC5.E016,True,0.000172599688555313,103497194,-3.82858913181843,+,chr13:103497194-103498461,chr13:102844844-102846111,102844844,102846111
105,False,0.00366772225404353,-0.107096812591764,0.0279729187187284,13,103498461,16,ERCC5,False,BIVM+BIVM-ERCC5+ERCC5.E016,True,0.000172599688555313,103497194,-3.82858913181843,+,chr13:103497194-103498461,chr13:102844844-102846111,102844844,102846111
106,False,9.08201460875763e-15,-0.118731584993387,0.0129314305981123,1,169351519,6,BLZF1,False,BLZF1.E006,True,5.58740817955334e-17,169351300,-9.18162797940699,+,chr1:169351300-169351519,chr1:169382062-169382281,169382062,169382281
107,False,2.61532837245386e-50,-0.431032186453477,0.0200218575318706,4,79801123,15,BMP2K,False,BMP2K.E015,True,7.23143377074448e-54,79800046,-21.5280817859864,+,chr4:79800046-79801123,chr4:78878892-78879969,78878892,78879969
108,False,3.53871689910899e-10,-0.172536995784717,0.0233146219986187,10,75476950,4,BMS1P4,False,BMS1P4+RP11-574K11.28.E004,True,3.73446367791806e-12,75476873,-7.40037714507829,-,chr10:75476873-75476950,chr10:73717115-73717192,73717115,73717192
109,False,3.53871689910899e-10,-0.172536995784717,0.0233146219986187,10,75476950,4,RP11-574K11.28,False,BMS1P4+RP11-574K11.28.E004,True,3.73446367791806e-12,75476873,-7.40037714507829,-,chr10:75476873-75476950,chr10:73717115-73717192,73717115,73717192
110,False,0.00863253858046135,0.106918301258351,0.0300701845173876,17,41246760,20,BRCA1,False,BRCA1.E020,True,0.000471150241576356,41243452,3.55562504767893,-,chr17:41243452-41246760,chr17:43091435-43094743,43091435,43094743
111,False,1.37322878996881e-07,0.116582976095184,0.0185820190972354,X,154344463,10,BRCC3,False,BRCC3.E010,True,2.15479993387478e-09,154344332,6.27396707995682,+,chrX:154344332-154344463,chrX:155116057-155116188,155116057,155116188
112,False,2.36365886924458e-09,-0.104213221322842,0.0147719503262785,19,15360101,10,BRD4,False,BRD4.E010,True,2.79939935818917e-11,15357868,-7.05480447882721,-,chr19:15357868-15360101,chr19:15247057-15249290,15247057,15249290
113,False,1.78965275509553e-20,-0.120360267992789,0.0107395077015116,14,105715741,18,BRF1,False,BRF1.E018,True,6.47418890958383e-23,105715486,-11.2072425792709,-,chr14:105715486-105715741,chr14:105249149-105249404,105249149,105249404
114,False,1.2535886335849e-31,-0.334093853337875,0.0223114624295395,1,222887327,3,BROX,False,BROX.E003,True,1.90640831233821e-34,222886930,-14.9740903086455,+,chr1:222886930-222887327,chr1:222713588-222713985,222713588,222713985
